name,positive,negative,neutral
JS Food Court,1,0,0
JW Kitchen - JW Marriott Bengaluru,17,2,1
Jade,17,6,0
Jaffa's Biryani,6,1,1
Jaganath Hotel and Restaurant,30,6,0
Jaganath Restaurant And Hotel,2,0,0
Jai Mataji Farshan & Sweets,1,0,0
Jaisalmer,2,0,0
Jaishree Pavilion,28,6,2
Jalaram Sweets,11,2,0
Jalpaan,5,0,1
Jalsa,32,3,1
Jamavar - The Leela Palace,7,0,0
Japan Travel Cafe Azuki,12,0,0
Jars,18,2,6
Java,46,10,0
Java City,4,4,0
Jayanagar Grill House,34,18,8
Jayanagara Donne Biryani,24,33,3
Jayanthi Sagar,11,2,0
Jeff's - Royal Orchid Hotel,32,8,0
Jerry Mama's,8,0,0
Jhanhavi Restaurant,2,2,0
Jhasaa,1,1,0
Ji Hazoor,16,4,0
Jigani Dum Biryani Centre,0,0,0
Jigarthanda,7,0,0
Jimi's Beer Cafe,57,0,3
Jingo BBQ & Burgers,1,1,1
Jiyo Natural,16,4,8
Jodhpur Jaika,0,0,0
Jodhpur Sweets,16,0,0
Jodhpur Sweets & Corner,0,0,1
Joey's,2,0,0
Johnny Fox,12,0,0
Johny's Kitchen,6,0,0
Jonah's,43,17,0
Joon Restaurant,3,0,0
Jose's Mess,8,0,0
Joshitha Andra Mess,6,1,0
Juice 99,9,6,4
Juice Berg,6,0,0
Juice Buzz,3,1,0
Juice Fresco & Pizza,4,2,0
Juice Junction,36,9,3
Juice Junction Food Court,3,2,0
Juice Lounge,9,5,5
Juice Shop,57,44,11
Juiced Burger,2,0,0
Juicemaker,34,28,3
Juicy,25,14,4
Juicy Momos,6,1,0
JukeBox,12,2,0
Jumping Beans,3,2,0
Just Bake,49,21,1
Just Baked,4,2,0
Just Bunny,3,0,1
Just Cakes,4,0,0
Just Chill,19,15,6
Just Delhiwala,2,0,0
Just Dosa,9,1,0
Just Fresh Point,2,0,0
Just Khao Suey,13,7,0
Just Kulfi,4,0,0
Just One More,8,7,0
Just Parathas,3,0,0
Just Sandwiches,6,0,0
Just Shawarma,38,14,3
Just Thindi,0,1,1
K V Canteen,14,2,0
KA 51 Restocafe,20,2,0
KA53,10,0,0
KAARA BY THE LAKE,32,0,0
KC Das,29,0,0
KC Das - Sweet Bite,14,6,0
KC Das - Sweet Corner,1,0,0
KC Das - Sweet Paradise,9,10,1
KC Das - Sweet Sensation,14,14,2
KC Das - The Delite Foods,5,4,0
KF's Biryani's and Kababs,5,6,1
KFC,44,15,3
KKR FOODIES,6,6,0
KKR Foodies,0,3,0
Kaafi Desi,34,6,0
Kaaka T Cafe,8,0,0
Kaapi Kendra,4,0,0
Kaaram,9,0,0
Kaati Roll Delights,2,1,0
Kaati Zone,7,1,0
Kaayal,6,2,0
Kabab Ghar,5,7,4
Kabab Korner,9,0,0
Kabab Magic,18,4,1
Kabab Mandra,3,1,0
Kabab Mehal,4,2,0
Kabab Mirchi,4,0,0
Kabab Nation Corner,8,0,4
Kabab Souq,4,3,2
Kabab Treat,7,11,2
Kababs N Biryani,4,8,1
Kachori Kafe,16,10,4
Kadai Crust - Amma Veetu Samayal,0,0,3
Kadal Da Meen,15,0,0
Kadamba Foodline,65,5,6
Kadavu Shappu Currys,0,2,0
Kafe Nook,6,0,3
KafeKombos,11,1,0
Kailash Parbat,7,5,0
Kairali,10,7,3
Kairali Restaurant,6,8,6
Kairos,34,6,0
Kaizen Wellness Kitchen,3,0,0
Kaka Da Dhaba,4,14,8
Kaka Food Corner,2,0,0
Kaka-T-Cafe,4,0,0
Kakaji,2,0,0
Kakal-Kai Ruchi,18,1,1
Kakatiya's,2,2,0
Kalavara,1,1,0
Kalinga Delicacies Restaurant,6,4,0
Kalingas,12,0,3
Kalla's Restaurant,20,0,0
Kalmane Koffees,3,0,2
Kalpanar Rannaghar,0,0,0
Kalpavriksha Upahara,3,0,0
Kalpavruksha,6,3,0
Kamakshi Kitchen,14,0,0
Kamat Bugle Rock,5,2,0
Kamat Hotel,8,0,0
Kamat Minerva,0,1,0
Kamat Restaurant,16,10,0
Kamat Swaad,6,0,0
Kamat's Palate Korner,4,0,0
Kanha's Kafe,8,0,0
Kanhaiyas,5,0,0
Kanis Kitchen,24,0,0
Kannoor Restaurant,6,3,0
Kannur Food Point,9,4,0
Kanteen 038,20,0,0
Kanti Sweets,39,8,2
Kanti's,32,8,0
Kanua,6,0,1
Kapoor's Biriyani,2,2,0
Kapoor's Cafe,55,5,0
Karachi Bakery,33,6,0
Karahi Kitchen,7,0,2
Karama Restaurant,43,8,2
Karavali Family Restaurant,1,0,0
Karavali Fishland,7,3,1
Karavali Grand,36,0,0
Karavali Kitchen,1,0,0
Karavali Kolimane,12,2,2
Karavali Lunch Home,0,1,1
Karavalli - The Gateway Hotel,20,0,0
Karavalli Food Court,0,2,0
Kareem's,15,0,0
Kargeens,10,1,0
Karma Foods,2,2,0
Karma Kaapi,17,3,0
Karnataka Biriyani Paradise,5,0,0
Kartik's Mithai Shoppe,14,3,0
Kataria's Home Food,2,0,0
Kathi Junction,4,4,0
Kaulige Millet Corner,12,0,0
Kava Kitchen & Bar - Fairfield by Marriott,6,0,0
Kavya Sagar,1,2,1
Kawaii,15,2,0
Kebabs & Kurries - ITC Gardenia,5,0,0
Kebarbiq,2,0,0
Kedia's Fun Food,17,3,0
Keep It Straight Cafe,36,0,0
Kenny's Restaurant,60,12,2
Kentacky Chicken Corner,2,0,0
Kenz Karam,4,0,0
Kerala Foods,8,0,0
Kerala Kitchen,24,13,0
Kerala Mess,7,1,1
Kerala Pavilion,16,2,0
Kerala Restaurant,18,14,8
Kerala Tiffin,2,1,0
Kerala Vibes,21,15,4
Kesar Sweet Shop and Fast Food,42,10,8
Kesariya,29,3,0
Keshava Kabab Centre,2,0,0
Keto Kitchen,1,0,3
Kettle & Kegs,13,12,2
Kettle On,2,0,0
Keventers,57,33,6
Kevins Kitchen,2,0,0
Keys Cafe - Keys Hotel,16,2,0
Khai Khai,12,8,0
Khan Saab Hotel,3,0,0
Khan Saheb Grills And Rolls,2,1,1
Khan Saheb Grills and Rolls,36,8,1
Khan's Biryani,6,8,0
Khana Khazana,26,2,0
Khane Ka Khazana,4,4,1
Khatta Meetha Teekha,54,4,0
Khawa Karpo,29,0,2
Khazana Food Paradise,4,0,0
Khichadiwala,9,0,0
Kholi Mane,12,8,0
Khushi Kitchen,2,0,0
Kia's Kitchen,8,2,0
Kick Out the Jams,3,1,0
Kickin Burger,16,12,2
Kidambi's Kitchen,11,8,1
Kidilum,6,0,0
Kim Lee Restaurant,2,0,0
Kinara Family Restaurant,8,0,0
Kinara Tiffany,16,0,0
King,10,2,2
King Burger Cafeteria,2,2,0
King Kong,36,2,0
King Of Spices,12,0,0
King Punjabi Restaurant,36,2,0
King's Appetite,30,8,2
Kingley Grand,4,0,0
Kings Kitchen,3,0,0
Kinpeetos,3,0,0
Kirthi's Biryani,2,2,0
Kisna Cafe,4,2,1
Kitchen Aroma,3,0,0
Kitchen On Table,40,6,3
Kitchen Online,0,0,0
Kitchen Rabbit,2,0,0
Kitchen of Joy,18,2,0
Kitchens@BTM,0,2,2
Kitchens@HSR,4,5,1
Kitchens@Whitefield,3,3,0
Kittu's,22,4,2
Knight Riders,0,32,4
Knowhere,3,0,0
Kobe Sizzlers,93,1,23
Kokomo,2,4,0
Kolkata Famous Kathi Rolls,39,6,0
Kolkata Famous Kati Roll,6,0,0
Kolkata Famous Kati Rolls,27,11,4
Kolkata Famous Katti Rolls,7,2,0
Kolkata Kathi Rolls,10,2,2
Kolkata King,0,1,0
Kolkata Kitchen,10,4,4
Kolkata Restaurant,1,4,0
Kolkata Roll & Fast Food,2,0,0
Kolkata Roll House,2,1,0
Kolkata Rolls & Fast Food,1,2,0
Kolkata Rolls & Hot Dum Biriyani On Dial,22,6,0
Kolkatta Famous Chat,24,0,0
Kolkatta Famous Kati Rolls,4,0,0
Komala Refreshments,2,0,0
Konark Restaurant,18,20,2
Konark Vegetarian Restaurant,46,7,1
Konaseema Kitchen,13,1,1
Konfection Konnection,12,0,0
Kopper Kadai,30,10,0
Kor Cafe,30,0,0
Koshe Kosha,19,1,0
Koshy's,4,2,0
Kotae Garden,2,1,1
Koylas,0,2,0
Krazzy Folds,28,2,0
Krem,23,0,1
Kreme Delight,6,6,2
Krish Punjabi Kitchen,9,0,1
Krishna Grand,28,17,15
Krishna Sagar,6,0,0
Krishna Vaibhava,1,2,0
Krispy Kreme,42,0,1
Kritunga Restaurant,46,6,8
KrumbKraft,4,0,0
Krupa Sagar,2,2,0
Krutunga,2,0,0
Krutunga Restaurant,6,0,0
Kshatriya's Kitchen,14,4,2
Kudil Kerala Kitchen,1,0,0
Kudla - Hotel Ramanashree,16,0,0
Kulcha Kulture,2,0,0
Kulfi & More,36,2,2
Kulfi House,1,0,0
Kulfi Point,16,4,0
Kulfisthan,9,0,3
Kulkarni's New Uttara Karnataka Food Speciality Stores,4,0,0
Kullad Cafe,57,13,0
Kullukki,6,2,0
Kumarakom,21,3,0
Kumbakonam Degree Coffee,4,0,0
Kund Indian Barbeque,4,2,0
Kunda Biryani,1,1,0
Kundana,21,0,0
Kuttanad,6,0,0
Kuttanadu,3,0,0
Kwality Cakes N Bakes,3,0,0
Kya Khaoge,0,1,0
Kyakhanahai,6,0,0
Kylie's,5,0,0
L J Iyengar Bakery,3,0,0
L'inoui,10,2,0
L'inoui - The Leela Palace,4,0,0
LIT Gastro Pub,32,8,0
LOFT38,32,6,2
La Casa,6,1,0
La Estranger Cafe,6,0,0
La Grande Cafe,17,2,1
La Madeleine Patisserie,2,0,0
La Mirch,1,2,0
La Pino'z Pizza,26,11,3
La-Pizza,2,2,1
Laa Raiba Restaurant,0,2,0
Laddoos,29,7,3
Lahe Lahe Santhe,6,0,3
Lakeview Milkbar,104,12,4
Lakshmi Rayalaseema Ruchilu,10,18,12
Lalbagh Grand,1,0,0
Lancy Sweets,2,0,0
Lashiwalla,3,4,0
Lassi,1,7,2
Lassi Adda,4,0,0
Lassi Berg,16,2,0
Lassi Cafe,3,1,0
Lassi Corner,35,10,0
Lassi Darbar,6,2,0
Lassi Magic,5,0,0
Lassi Mania,12,5,3
Lassi Pot,8,2,0
Lassi Resto Cafe,0,2,0
Lassi Shack,15,3,2
Lassi Shop,56,6,2
Lassi Top,0,2,0
Lassi Xpress,15,3,0
Late Night,5,14,2
Laughing Llama Gastropub,19,1,0
Lavonne,11,1,0
LayerBite,6,0,0
Lazeez,27,3,0
Lazeez Corner,0,6,0
Lazeez Xpress,4,8,0
Lazer Castle,7,8,0
Lazio Steaks & More,6,0,0
Laziz Pizza,3,0,0
Le Casse CroÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â»te,24,0,0
Le Charcoal,24,6,2
Le Charcoal Xpress,2,2,0
Le ChÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©ri,38,0,1
Le Cirque Signature - The Leela Palace,2,0,0
Le Gateau - The Cake Shop,29,0,0
Le Jardin - The Oberoi,34,12,4
Le Rock,48,0,0
Le Rosa Restaurant,4,0,4
Leia Soul Food,38,0,2
Lemon Rice,10,0,0
Leon Grill,162,24,3
Lepcha Foods & Refreshment,1,0,0
Lets cafe,2,2,0
Library Bar - The Leela Palace,18,2,0
Lickity Garden,0,0,0
Lifetree CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,1,0,0
Lila Kitchen,0,2,0
Limelight - Royal Orchid Hotel,24,9,0
Limra Hotel,19,11,6
Lion City Restaurant and Cafe,2,0,0
Liquid Lounge - Hyatt Centric MG Road,4,0,0
Litti House,18,2,2
Litti Twist,15,0,0
Little Bites,8,0,0
Little Black Choux,20,0,0
Little Cafe,1,0,1
Little Chef,4,0,0
Little Green Cafe,18,0,2
Little Italy,74,3,3
Little Kitchen,0,2,0
Little Kolkata,1,1,0
Little Lucknow,45,3,0
Little Nature,2,0,0
Little Orissa Restaurant,4,0,0
Little Paramount Restaurants,48,4,0
Little Shangai,4,0,0
Little White Kitchen,4,0,0
Liveat,16,4,0
Lobby Cafe - Radha Regent,6,2,0
Loca Moca,36,4,0
Loca Moca - The Indian Grub,1,0,0
Lono,54,5,0
Lord of Combos,0,2,0
Lost in Pizza,1,3,0
Lot Like Crepes,82,5,0
Lotus Pavilion - ITC Gardenia,1,0,0
Lotus Royal Cuisine,4,2,0
Lounge 189,16,0,0
Loveshack,60,4,0
Loyal Food,4,7,0
Lucknowi Dabba,2,0,0
Lucknowiz,6,2,2
Lucky's Biriyani Point,6,0,0
Luna Sweets,7,1,2
Lungees Foods,2,1,0
Luo Han,3,1,1
Luqma Restaurant,8,8,0
Luscious - St. Mark's Hotel,2,0,0
Luscious Folks,2,0,0
Lychees Restaurant,26,12,2
M Bar - Bengaluru Marriott Hotel Whitefield,3,0,0
M Cafe - Bengaluru Marriott Hotel Whitefield,26,4,0
M World Cafe,16,0,2
M.M Restaurant,0,0,2
M.M.A Kababs Rolls & Biryani Center,0,8,0
M.M.A. Kabab & Rolls,0,0,0
M.M.A. Kabab's & Biriyani Center,14,10,4
M9 - Citrus Hotels,2,4,0
MAD Belgian Waffles,8,4,2
MAP- My Appetite Place,5,0,0
MBR Dum Biryani County,14,2,0
MDP Coffee House,8,4,0
MISU,17,3,0
MK Dabbawala,14,33,3
MM Bar & Restaurant,14,0,0
MRA,20,10,3
MRS Paradise,9,1,1
MTR 1924,14,6,0
Ma-Arya Family Restaurant,1,1,0
Maa Bhook Lagi,41,5,2
Maa Biryani Hyderabadi,1,0,0
Maa Di Hatti,3,6,0
Maa Durga Fast Food,16,8,0
Maa Durga Restaurant,2,0,0
Maa Reddy's Hyderabadi Biryani House,6,3,0
Maa Tara Hotel,24,11,5
Maa'r Rannaghor,3,0,0
Maaheshwari Chaat Wala,24,2,2
Maashpacheez,2,0,0
Mac Fast Food,20,20,0
Mad About China,24,13,3
Mad Over Biryani,13,16,2
Mad Over Donuts,51,21,1
Maddy's Cafe,6,0,0
Madeena Hotel,33,10,2
Madhu Iyengars Bakery,3,1,1
Madhu's Tandoori Kitchen,0,2,0
Madouk Cafe,4,0,0
Madurai Idly Shop,14,2,0
Madurai Meenakshi Vilas,1,0,1
Maggi N Maggi House,7,12,0
Magic Box,22,6,9
Magic Meals,20,0,0
Magix's Parattha Roll,12,6,2
Magnolia,21,2,0
Mahadii's,2,0,0
Mahadwani Restaurant,1,0,0
Mahek E Punjab,0,1,0
Mahek Pizza,32,6,0
Mahek of Punjab,2,0,0
Mahesh Friends Food Center,4,36,0
Mahesh Lunch Home,29,7,1
Mahjong Room - WelcomHotel Bengaluru,5,0,1
Mainland China,113,0,7
Maiyas,12,2,0
Mak n Vak - Fyn,19,0,0
Make It Roll,4,0,0
Makers of Milkshakes,7,0,0
Malabar,0,4,4
Malabar Bay,28,11,3
Malabar Cafe,4,0,0
Malabar Coastal Cuisine,13,7,0
Malabar Kitchen,4,4,0
Malabar Mandra,22,16,2
Malabar Mint,32,8,0
Malabar Restaurant,8,0,0
Malabar Treat,3,0,0
Malhar Maharashtrian Cuisine,2,0,0
Mallige,0,1,0
"Malnad Blossom, Coffee & Cream",1,0,0
Malnad Military Hotel,0,1,0
Mama Mia!,44,4,4
Mamaji's,4,4,0
Mamatha Restaurant,16,52,12
Mambos Cafe,10,0,0
Mamma Mexicana,10,15,0
Manasa Andhra Style Multi Cuisine Restaurant,2,4,0
Manasa Cool Cafe,0,0,0
Manchow,4,0,0
Manchu Cafe,9,3,0
Mandarin Box,18,2,0
Mandi,3,0,0
Mandya Gowdru Donne Biriyani,4,2,2
Mandya Gowdru Hotel,2,2,0
Mane Holige,10,0,1
Mangala Hotel,3,0,0
Mangalore Lunch Home,16,8,1
Mangalore Pearl,1,0,0
Mangalore pearl - Seafood Restaurant,45,3,0
Mango Tree Grand,3,0,2
Mani's Dum Biryani,76,13,2
Manjit Da Dhaba,30,0,0
Manju's Kitchen,9,12,3
Manjushree Upahara,1,0,0
Manshi Paratha & Pav Bhaji,2,1,1
Marahaba,2,3,0
Maratha Darshan,17,1,2
Marathi Biriyani House,3,0,0
Maravanthe,41,0,0
Marenahalli Donne Biriyani,6,0,0
Marhaba,8,4,0
Maria Taste Circle,3,3,1
Maria's Goan Kitchen,6,3,0
Marigold Fine Dine Restaurant,12,0,0
Mark,2,1,0
Marley's Bistro,4,0,0
Marmaris,4,0,0
Marunadan Kada,2,0,0
Marwa Family Restaurant,4,4,0
Marwa Restaurant,0,2,0
Mary Cafe,6,1,0
Marzipan Cafe & Bakery,132,0,8
Masala Central,4,0,0
Masala Chai,3,2,0
Masala Dani - The Paul,14,5,1
Masala Klub - The Taj West End,3,0,0
Masala Oota,2,0,0
Masala Secret Eat WOW,6,0,0
Masale Daan,3,2,0
Mast Kalandar,11,30,3
Mast Punjabi Spice,9,9,1
Master Brothers,5,0,0
Master Chifoo,8,0,0
Mathsya Darshini,0,1,0
Matka,16,6,2
Matsuri - The Chancery Hotel,15,3,0
Matteo Coffea,52,0,4
Mavalli Tiffin Room (MTR),32,2,1
Maxpresso,13,0,0
Mayo N Burger,2,0,0
Mayur,41,3,0
Mayura Grand,1,0,0
Mayura Vybhava,1,1,0
McDonald's,50,19,3
McDonald's Play Place,2,1,0
McLeans Italian Pizzeria,24,10,6
Me And My Cake,8,9,0
Meal & Biryani,9,0,0
Meal In A Box,6,1,0
Meal Square,2,0,0
MealBox Inc.,5,0,0
Mealer.in,22,6,2
MealsTree,1,0,0
Mealsbaba,13,3,4
Meat And Eat,34,22,2
Meat and Eat,17,10,1
Meaza Ginger Multi Cuisine Restaurant,12,7,1
Mecaf Family Restaurant,3,0,0
Meena's Kitchen,3,0,0
Meenu Oota Da Maane,42,11,3
Meeraa's Beegara Oota,2,0,0
Mega Bite,3,0,0
Meghana Biryani,5,0,0
Meghana Foods,54,4,2
Meghana Grand,4,0,0
Mel's Korner,4,0,0
Melange - Hotel Ekaa,11,9,0
Melt,2,0,0
Melt - Eden Park,10,1,0
Melting Spot,4,0,4
Memories of China - Taj MG Road Bengaluru,6,0,0
Meraki Patisserie,1,0,0
Mesa Deli - Svenska Design Hotel,0,6,0
Mesa Lounge Bar - Svenska Design Hotel,48,12,0
Messy's,2,0,0
Mid Night Hunting,13,7,0
Mid-Night Crunch,2,4,0
Midas Touch,3,0,0
Midnight Eats,0,2,0
Midnight Express,9,8,1
Midnight Hunger Solutions 24/7,9,13,4
Midnight Mania,20,3,1
Midnight Restro,0,1,0
Mighty Paws,7,2,0
Mighty Small,5,0,0
Mikusu - Conrad Bengaluru,21,0,0
Milk N Shakes,26,2,0
Milkshake Kulture,2,0,0
Millennium Plaza,20,6,2
Millers 46,68,12,0
Millet Mama,2,0,0
Mimansa @ Foxtrot,45,0,0
Min Mini Punjabi Dhaba,9,0,0
Mini Adiga's,2,0,0
Mini Fast Food,2,2,0
Mini Forest,0,0,0
Mini Punjabi Dhaba,8,2,0
MiniMelts,2,0,0
Mint Masala,0,0,4
Mint Spice CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© & Restaurant,3,3,0
Mint and Mustard,4,1,0
Mirch,9,3,0
Mirch Masala,6,0,2
Mirchi Bites- Spice Heaven,1,3,0
Miro Bar - Miraya Hotel & Residences,20,4,0
Misal Darbar,3,3,0
Mishmash,12,3,3
Mishra Pedha,0,1,0
Mishra's Pedha Big Foods,2,0,0
Miss Momo,9,3,5
Mist n Creams,25,0,1
Mithai Time,1,1,0
Mitran Da Junction,4,1,0
Mizo Kitchen,1,0,0
MoXa Bistro,2,0,0
Mockaholic Restro Beer Cafe,15,6,2
Modern Restaurant,0,3,0
Moghul Durbar Restaurant,0,3,0
Mojo Bites,1,0,0
Mojo Pizza - 2X Toppings,54,6,4
Mom Made Food,4,0,0
Mom's Momos,6,3,0
Momm's The Kitchen,2,0,0
Momo Bites,1,0,1
Momo Corner,1,0,0
Momo Hut,22,3,0
Momo Jojo,4,0,0
Momo Junction,1,0,0
Momo Mania,4,0,0
Momo Rice Noodles,7,14,3
Momos Corner,16,4,3
Momoz,14,1,0
Momscurry,5,8,1
Monarch,4,0,0
Monet's Bistro,40,0,0
Mongolian Kitchen,4,0,0
Monsoon - The Park Bangalore,36,6,10
Monsoon Express,3,0,0
Mood For Food,2,0,0
Moolehatti Donne Biryani Mane,3,3,0
Moonlight Kitchens,2,0,0
Moradabadi Special Biryani,2,0,0
More Pizza,6,0,0
More Than Chocolates,2,1,0
Moriz Restaurant,53,29,10
Mota Bawarchi,8,0,0
Mother Nature Kulfi,4,0,0
Mother's Food,19,1,0
Mother's Kitchen,2,1,0
Mother's Meal,3,1,1
Mother's Rasoi,1,0,0
Mothers Recipe Restaurant,4,3,3
Moti Mahal Delux,14,2,0
Motis Kitchen,6,2,2
Moto Store & CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,48,1,7
Mou Tushi Family Restaurant,6,0,0
Mount View Fast Food,4,0,0
Mountain Spice,8,2,0
Mr Manchurian,4,1,0
Mr. Anbu'g Ambur Biryani,2,0,0
Mr. Beans - Home Cafe,17,3,0
Mr. Meetharam,8,12,2
Mr. Singh Da Dhaba,0,1,0
Mudpipe Cafe,170,0,0
Mug N Bean,24,6,10
Mughal Restaurant,0,2,0
Mughal Treat,16,0,2
Mughals Restaurant,28,8,4
Mugs N Burgers,49,6,5
Mulabagilu Dosa,1,0,0
Multi Cakes,15,4,1
Mumbai Badam Milk & Lassi Center,10,5,1
Mumbai Kulfi,26,14,4
Mumbai Tiffin,32,6,2
Mumbai Xpress,1,0,1
Mummy Dhaba,59,41,0
Mummy's Kitchen,24,2,0
Munchies,5,0,0
Murli,2,0,0
Murphy's Brewhouse - The Paul Bangalore,56,3,1
Murugan Mess,8,0,0
Mustard Cafe,19,1,0
Mustard Food Court,41,3,4
Muthashy's,18,6,3
Muziris,12,8,0
My Cafe,7,1,0
My Dabeli & My Pizza,2,0,2
My Space - WelcomeHotel Bengaluru,3,0,0
Mynt - The Taj West End,10,2,0
Mynutrikitchen,6,3,1
Myrasoiya.com,8,4,2
Mysore Carnival Restaurant,4,0,0
Mystique Palate,20,0,4
Mysuru Coffee Thindi,12,0,0
NEW SUNRISE RESTAURANTS,9,11,0
NH-1,1,0,0
NH7 Refuel,18,2,6
NH7 Resto Pub,0,0,0
NH8,58,2,4
NMR Multicuisine Restaurant,8,4,0
NTR Cafe,0,2,0
NY Pizza & Waffles,0,3,3
NY Pizza And Waffles,0,3,0
NY8LIFE,0,0,0
NYS Kitchen,36,4,0
Naachiyar's,36,0,0
Naadan Bhakshanasaala,1,0,0
Naani'z Biryani,2,0,0
Naati Biriyani,0,0,0
Naati Manae,43,6,8
Nadan Thattukada,3,3,3
Naga's,0,1,0
Nagarjuna,49,8,3
Nagarjuna Chimney,15,0,0
Nagas,0,11,1
Nagashree's,2,0,0
Naidoo's Donne Biryani,2,0,0
Naidu Military Hotel,6,0,0
Nainital North Indian Restaurant,30,10,0
Nakkshatra,13,4,3
Namak Swad Anusaar,4,2,0
Namana Garden,2,0,0
Namaste Kitchen,8,0,0
Namdhari's Salad Bar,0,0,0
Nami's Global Kitchen,1,0,0
Namma Banashankari Donne Biryani,2,0,0
Namma Biriyani,6,6,0
Namma Biryani,5,1,1
Namma Brahmin's Idli,2,2,1
Namma Halli Jonne Biryani,1,0,0
Namma Kadai,2,0,0
Namma Kudla,6,0,0
Namma Madurai,4,2,0
Namms Cafe,4,2,0
Nammura Donne Biriyani,20,12,8
Nammura Upahara,1,0,0
Nanda's,5,2,0
Nandanam Family Restaurant,17,0,2
Nandanam Restaurant,2,0,0
Nandhana Palace,75,4,0
Nandhanam Restaurant,12,3,0
Nandhanu's Rasoi,0,1,0
Nandhanus Rasoi,2,4,0
Nandhi Andhra Style Family Restaurant,6,0,0
Nandhini Deluxe,7,0,2
Nandhini Paradise,12,9,3
Nandi Mess - Feel Like Mom's,14,1,0
Nandighosha,2,1,1
Nandini Andhra Style Mess,20,2,0
Nandini Deluxe,0,2,0
Nando's,18,0,2
Nanna Munna,1,0,0
Nanna Munna Paratha House,8,0,0
Napoli Italian Bistro,20,0,0
Narayana Veg Treat,2,0,1
Narmadha's Hyderabad Biriyani,3,0,0
Nashta Pani -The Gujarat's Special,1,2,0
Nati Palace,0,0,0
Natuna Seafood House,2,0,0
Natural Ice Cream,15,0,1
Natural Mumbai Kulfi,4,0,0
Nature's Nectar,19,1,0
Navab's,6,0,0
Navami,3,3,0
Navarang Fast Food,1,0,0
Navya Andhra Style Restaurant,0,0,0
Navya Foods,5,0,0
Navya's,4,38,0
Nawab's Kolkatta Roll,8,0,0
Nawab-E-Khana,7,6,0
Nawabi Handi,22,14,0
Nawabi Zaica,16,4,0
Neer Dosa Fish Land,22,14,4
Neer Dose Fish Land,1,1,0
Neffy's - Cakes & More,22,0,0
Nellore Abhiruchi,2,0,0
Nellore Bhojanam,1,1,0
Nellore Dosa Camp,0,0,0
Nellore Mess & Tiffens,0,0,0
Nellore Ruchulu,18,6,0
New A1 Chicken Biryani Point,0,0,0
New Aastha,22,8,6
New Alameen Restaurant,10,10,0
New Ambur Biryani,1,1,0
New Ambur Dum Biryani,0,0,0
New Ambur Hot Dum Biryani,0,2,0
New Andhra House,6,2,0
New Andhra Spice,10,1,1
New Arya Bhavan,18,2,2
New Biriyani Darbar,12,7,1
New Chickpete Donne Biryani,1,1,0
New Cool Joint,0,1,1
New Delicacy,0,2,0
New Farm Fresh,30,8,2
New Food Magic,10,0,0
New Friends,14,6,0
New Gongura Grand,12,0,0
New Gongura's,20,12,0
New Grand Restaurant,6,2,0
New Green Leaf Restaurant,34,4,0
New Hilal Restaurant,2,0,0
New Hotel Prashanth,1,2,0
New Kabab Plaza,0,2,0
New Kabab Zone,25,14,2
New Kadai,7,4,0
New Karawali Lunch Home,5,4,0
New Kohinoor Hotel,12,4,4
New Krishna Sagar,2,0,0
New Kudla Family Resturant,0,5,0
New Leaf Restaurant,0,0,0
New Limra Hotel,0,0,0
New Mahesh Friends Food Corner,3,0,0
New Mangalore Lunch Home,32,15,13
New Mogul Empire,0,0,0
New Paratha Corner,0,1,0
New Peking,3,0,0
New Prashanth Hotel,20,9,3
New Prashanth Naati Style,8,0,0
New Prashanthi Donne Biryani,2,0,0
New Punjabi Dhaba,12,2,0
New Punjabi Food Corner,4,0,1
New Punjabi Hotel,8,8,0
New Punjabi Pure Veg Restaurant,6,3,0
New Punjabi Tasty Khana,8,2,0
New Rajadhani Spicy,1,0,0
New Rajalakshmi Sweets,0,2,0
New Roll Centre,6,0,0
New Royal Paris Restaurant,8,4,0
New Royal Treat,9,27,4
New Select Hotel,3,0,0
